CLID	FL1_NR	FL1.2_NR	FL10_NR	FL11b_CR	FL12_NR	FL13_NR	FL13.2_NR	FL14_NR	FL15_PR	FL16_PR	FL2_PR	FL3b_NR	FL4_CR	FL5b_CR	FL6_CR	FL6.2b_CR	FL7b_PR	FL8_PR	FL8.2_PR	FL9_NR	Spleen2	Spleen1	Tonsil2	Tonsil1
IMAGE:306924	-0.294	-0.304	-0.263	-0.113	-0.178	3.399	2.424		0.661	0.389	2.847	-0.247	0.113	-0.681	-0.436		2.586	2.83	2.529	-0.659	1.204	-0.617	2.369	-0.48
IMAGE:33267	0.451	0.618	-0.13	0.085	0.572	0.026	0.419	-0.36	-0.221	0	-0.596	-0.381	-0.983	-0.028	-0.631	0.417	-0.473	-0.35	-0.025	0.088	3.303	3.383	1.209	
IMAGE:2013515	-0.054	-0.029	-0.291	1.335	0.154	0.437		0.59	-1.05	0.756	-1.475	0.922	-0.737	0.134	-1.217	0.17	-0.413	-0.458	-0.98	0.029		-1.605	1.32	0.681
IMAGE:1910316	1.023	0.546	0.939	-0.913	-0.238		-0.005		-0.9	-1.622	-1.557		-1.281	-1.911	0.271	1.557	0.573	1.188	0	1.163	-0.11	-1.305	1.426	1.668
IMAGE:1583462	0.246	0.631	0.161	-0.78	0.034			1.342	0.302	-0.967	-0.224	-0.506	-1.019	0.011			-0.882	1.044	-0.261	-0.012	1.078	-0.035	-0.231	0.555
IMAGE:645913	0	0.947	0.106	-0.161	-0.804	-0.082		-0.106	1.14	0.385	0.011	-0.59	-0.157	0.917	-0.269	0.591	-0.11	0.296	0.977	-0.242	-1.883	-1.791	0.188	0.122
IMAGE:1601979	0.576	0.739	-0.104	0.043	1.006		0.722	0.564	0.063	-0.848		-0.56		-0.635	-1.573	-0.142		-0.091	0.551	0.608	-0.611	-1.31	0.325	-0.043
IMAGE:565083	0.641	-0.6	0.613	-0.53	1.275	-0.144	-0.755		1.556	-1.116		0.832	-0.293	0.97		0.228	-0.356		0.565	-0.003	-0.229	1.363	0.004	-0.487
IMAGE:1938570		-0.586	0.273	-0.458	1.414	-0.471		0.908	-1.375	-0.361	0.688	0.534	-0.446	-0.036	0.445	-1.061	-1.153	-0.196	0.036	-0.177	0.776	1.458	0.125	0.145
IMAGE:1541659	0.541	0.711	-0.323	-0.822	-0.482	-0.113	-0.203		0.157	-0.413	-1.056	-0.912	0.182	1.467	0.222	-0.526	-0.186	0.098	1.003	0.058	-0.059		0.377	0.484
IMAGE:1625995	-0.264	-0.356	0.781	-0.315	-0.799	0	0.427		0.739	1.19		-0.795		0.652	-0.279	-1.348	-0.475	0.566	1.044	-0.333	-0.705	0.22	0.18	0.342
IMAGE:1638928	-0.426	0.187	0.145	-0.229		0.424	0		0.521	-0.076		-1.056	-0.078	0.221	0.226	0.534	0.285	0.635	0.094	-0.15	-1.201	-1.42	-0.161	-0.5
IMAGE:1636877	0.08	-0.314	0.32	-0.414	1.035	-0.07			-1.014	-0.128	0.654	0.372	-0.179	-0.386	0.73	-0.156	-0.082	0.281		0.812		1.403	-0.103	0.07
IMAGE:1896981	0.386		-0.551	0.642		-0.672	1.574		-1.427	1.084	0.939		1.207	-0.132	-0.343	-0.075	-0.017	0.017	-1.093	1.822	0.152	0.176	-0.09	-0.497
IMAGE:1914863	0.331	-0.058	-0.19	-0.017	0.435	-0.14		0.542	0.132	-0.504	0.018	-0.298	-0.311	0.032	-0.22		-1.335	-0.235	0.194	0.279	1.309	1.449	0.187	-0.095
IMAGE:1655480	1.176	0.91	-0.052	0.081			0.159		-0.621	0.07	-1.059	0	-0.495	-0.897	0.158	0.959	3.793	-0.595	-0.821	0.311	-0.809	0.427	-0.373	-0.217
IMAGE:1631660	0.608	-0.222	-0.116	0.067	0.865	-0.89	0.682		-1.241	-0.554	0.053	-0.239	0.227	-0.722	0.339	-0.054	0.581	0.092		1.034	-0.379	-1.536	0.054	-0.121
IMAGE:1592021	-0.759		-0.017	-0.24	1.773	-0.033	0.895	1.565	-1.127	-0.379		0.941	0.533	-0.054	-0.63	-1.061	0.258	0.168	-0.393	0.872	1.435	1.432	-0.608	0.017
IMAGE:2009477	0.585	-0.699	-0.449	0.325	0.706	-0.325		0.207	-1.002	0.012	-0.031	-1.16	0.197	-1.373	0.032	-0.229	0.603	-0.904	-1.548	0.947	1.024	-0.225	0.363	0
IMAGE:1967591	-0.563	-0.651	-0.379	1.434	-0.809	0.012	-0.235		-0.184	1.039	0.764	1.774	0.093	-1.231	1.288	0.38	1.595	1.076	0	0.065	-0.453	-2.028	-0.518	-0.199
IMAGE:1602088	-0.025	-0.194	0.225	0.732	0.635	-0.012	1.155	0	-1.105	-0.695	0.849	-0.339	0.297	-1.038	0.163		-0.862	0.74	0.541	0.87	0.083	-1.471	-0.338	-0.246
IMAGE:826973	0.186	0.307	0.121	0.297	-0.023	-0.193	-0.649	0.401	0.424	0.466	-1.001	-0.007	0.653	0.007	0.059	0.54	-0.751	-0.922	-0.942	0.152	-2.246	-2.378	-0.728	-0.05
IMAGE:1605155	0.013	0.146	0.528	0.072	-0.71	0	0.411		0.422	-0.084		-2.21	0.576		-0.456	0.158	-0.477	0.533	0.939	-0.374	-1.516	-2.378	-0.338	-0.346
IMAGE:280004	0.101	0.221	-0.096	0.183	-0.318	0.592	-0.002	-0.423	0.281	0.559		-1.757	-0.143	0.294	-0.652	0.11	0.468	0.166	-0.131	0.049	-3.418	-5.139	0	-0.39
IMAGE:1456717	0.368	0.191	-0.409	-0.791		-0.729	-0.048	0.147	-0.458	-1.04	-0.766	0	0.158	-0.631	0.195	0.188	-0.072	-0.353	-0.641	0.109	1.114	1.195	0.445	0.13
IMAGE:1541543	-0.445	-0.682	0.446	0.011	-0.488	0.156	-0.045		0	0.551	-0.176	1.267	0.592	0.109	0.548	0.643	-0.068	0.641	-0.169	0.015	-1.052	-3.981	-0.222	-0.649
IMAGE:1589468	0.018	-0.24	-0.252	-0.639	1.824	-0.854	0.176	0.559	-1.455	-0.853	0.204	2.226	-0.947	-0.287	-0.556	-0.238	-0.877	0.196	0.238	-0.017	0.503	0.13	2.65	3.322
IMAGE:545423	0.997	0.529	0.311	0.012	0.54	0.718		-1	-0.07	0.287	-0.011	-0.834	1.024	0.011	-0.473	0.309	-0.668	-0.086	-0.169	1.032	-1.75		-0.168	-0.077
IMAGE:1930780	0.559	-0.354	-0.541	1.171	0.452	0.306	0.097	0.321	0	0.305	0.133	-1.154	0.493	-1.005	-1.152	-0.067	-0.303		-0.069	0.005		-1.346		-0.948
IMAGE:1636080	0.028	-0.419	0.292	-0.275	0.542	0.203	-0.082		-1.285	0.226	-0.374	0.711	-0.451	0.177	-0.238	-0.195		0.042	-0.6	-0.027	1.779	1.301	-0.097	0.068
IMAGE:785389	0.192		0.171	0.11	-0.07	-0.368	0.557	1.237		-0.07	-1.062	0.468	-0.156	0.679	-0.739	1.048	0.147	-0.159	-0.472	0.081	-0.892	-0.688	0.071	-0.158
IMAGE:262264	0.256	0.159	-0.194	0.03	0.92	-0.9	0.546	0.59	-1.236	0.003	-0.851	-0.003	-0.583	-1.307	-0.508	0.26	0.068	-1.13	-0.371	0.538	0.224	-0.453	-0.143	0.061
IMAGE:1655448	0.274	0.019	0.187	1.364	0.136	0.61	-0.07		0.193	-0.044	-0.528	1.36	0.188	-0.146	-0.508		-0.003	-0.133	0	0.526	-0.472	-2.061		-0.632
IMAGE:2062238	0.611	0.502	-0.413		0.183	0.509	-0.01		0.501	-0.133	-1.338	-1.378	0.279	0.81	-0.44	0.451	-0.17	0.011	0.507	0.023	-0.51	-1.305	-0.109	-0.018
IMAGE:815588	0.566		0		0.505	-0.048	1.369		-0.208	-0.295	0.052	0.278	0.486	-0.328	-0.068	0.168	0.626	-0.039	-0.056	1.476	-1.297	-0.893	-0.169	0.007
IMAGE:1536032	0.473	0.002	-0.171	0.104	1.124	-1.142	0.747	-0.341	-0.464	-0.72	0.458	0.254	-0.297	-0.237	-0.331	0.078	-0.55	-0.263		0.574	1.013	0.893	0	-0.121
IMAGE:1535416	0.486	0.273	-0.555	-0.479		0.075	-0.085		-0.567	-0.501	-1.237	0.959	-0.639	-0.464	-0.532	0.067	0.456	0.156	-0.066	0.321	1.627	1.27	-0.131	0.187
IMAGE:1689029	0.026	0.093	-0.017	0.098	-1.141	-0.091	-0.255	-1.183	1.232	0.243	-0.205	-1.746	0.017	0.15	0.415	0.912	0.071	0.147	0.81	-0.975	-1.04	-2.217	-0.126	-0.454
IMAGE:1420842	-0.117	-0.391	-0.544		0.514	-1.966	-0.628		-0.524	-2.133		-0.294	0.338	0.436	0.118	1.053	0.234		-0.819	0.196	1.248	-0.312	0.335	0.626
IMAGE:49184	-0.097	0.611	0.316	-1.216	-0.391	-0.221		0.053	1.454	0.04		-0.976	-0.974	1.191	-0.508		0.668	0	0.331	-0.149	-0.717	-1.35	0.447	0.535
IMAGE:109333	-0.37	0.162	0.109	0.016	-1.036	0.084		0.134		-0.04	0.346	-0.903	0.339	0.369	-0.095	-0.016	0.051	0.322	0.435	-0.024	-1.495	-1.42	-0.363	-0.395
IMAGE:1564300	0.995	0.76	0.33	-0.154	-0.105	0.683	-0.342	-0.645	0.824	-0.241		-1.581	0.072	-0.422	1.306	-0.146	0.839		1.666	0.01	-1.022	-0.01	0.648	-0.571
IMAGE:1642002	-0.643	-0.058	0.255	0.498	-0.625	0.127	0.154			-1.456	1.199	-0.814	-0.795	0.359	0		0	0.66	1.255	-0.272	-0.272	0.085	-0.19	-0.398
IMAGE:128711	-0.581	0.059	-0.03	-0.288	-0.84	-1.052	-0.482	0.786	1.89	-0.972	-0.288	0.277		1.721	0.03		-0.408	0.405	0.235	0.118	-0.805	-0.426	1.161	0.872
IMAGE:1581420	0.394	0.153	0.114	-0.13	0.913	1.61	1.5	-0.025	-1.037	-1.382	-0.546	-1.42	0.027	-0.502	-0.942	-0.493	0.915	-0.513	-0.451	0.508	0.655	-1.432	0.033	0.025
IMAGE:241516	0.128	0.417	-0.495	-0.159	1.438	0.741	2.33		-0.945	-1.433		-0.076	-0.426	-0.586	-0.659	-0.464	0.499	0.108	-0.674	-0.094	0.496	0.75	0.075	0.373
IMAGE:1572641	0.47	-0.342	-0.345	0.515			-0.123		0.294	0.343	0.105	-1.528	0.136	-0.256	0.01	0.661	-0.398	0.087	0	0.164	-1.1	-1.322	-0.672	-0.385
IMAGE:1660337	0.074	-0.671	-0.892	0.15	-0.068		0.239		-1.194		1.417	-0.162	0.408	-0.404	0.628	-0.386	-1.326	-0.486	-0.204	0.328	0	0.522	0.105	0.368
IMAGE:239256	-0.005	0.694	-0.28	0.081		-0.15	0.386	-0.093	-0.074	-0.786		1.048	0	-0.934	-1.374		0.398	0.244	0.865	0.093	-0.082	-1.264	0.561	0.436
IMAGE:124317	-0.024	-0.408	0.024	-0.214		-0.54	-0.794		0.283	-1.415		-0.086	-0.275	0.443	-0.05	0.623	0.237		0.532	0.088	0.082	1.028	0.732	-1.009
IMAGE:756442	0.501	0.122	0	0.143	0.639	-0.275		-0.013	-0.025	-0.083	-0.27	0.472	-0.116	-0.492	-0.673	0.642	-1.072	-0.228	-0.043	0.045	1.386	1.479	0.295	0.213
IMAGE:780998	0.64	-1.456	0.353	-0.013	-0.308	0.409	0.435	0.013	1.458	-0.239	-0.393	-1.003	-0.28	0.252	-0.692	0.558	0.164	-0.176	0.209	0.034	-0.368	-1.185	-0.051	0.054
IMAGE:814818	0.764	0.278	-0.25	0.007	1.28	-0.184		0	-0.289	-0.622	0.004	0.039	-0.213	-1.151	-0.077	0.796	-0.666	-0.482	-0.479	1.043	0.22	-0.364	0.229	0.092
IMAGE:121470	0.218	0.21	-0.287	-0.255	0		-0.095	0.468	0.373	0.161	-1.049	-0.086	-0.182	0.414	0.309	0.185	0.066	0.032	-0.18	0.077	-1.076	-1.189	-0.077	-0.091
IMAGE:1942169	-0.078	0.435	-0.064	0.66	0.074	-1.031	-1.585		0	0.078	-2.103	0.259	1.91	0.285	0.593	0.778	-1.614	-1.372	-1.605	-0.15	-1.866	0.247	-1.252	0.14
IMAGE:1635178	0.604	1.103	0.015	-1.103	1.284	0.489	1.045	1.278	0.315	-0.016	-0.472	-0.452	-0.195	-0.177	-0.35	0.123	0.883	-0.033	0.277	-0.096	-0.768	-0.909	0.036	-0.226
IMAGE:1613052	0.379	0.534	0.848	-1.588	-0.984	0.989	-0.238	-0.922	1.081	0.189	-0.071	-1.392	0.434	0.179	-0.3	0.031		0.611	1.391	-0.648	-0.96	-1.385	0	-0.807
IMAGE:131549		0.107	-0.097	-0.534	0.319	-0.223	0.613	1.234	-0.691	-0.158	0.397	-0.488	0.224	-0.157	-0.512	-1.297	-1.133	0.18	-0.088	0.088	0.388	0.553	0.185	
IMAGE:1534435	0.107	0.302	-0.477	-0.19		-0.156	0.048	-0.585	-0.455	-0.425	-1.172	1.128	-0.696	-0.344	-0.353	0.279	0.782	0.397	0	0.404	1.896	1.294	-0.331	0.016
IMAGE:1609625	0.482	-0.289	-1.082	0.317	-0.204		1.071		-0.64	0.084	-0.447	-0.216	-0.303	-0.616	0.122	0.631	1.105	-0.511		0.491	1.213	0.473	-0.608	0
IMAGE:1635951		-0.412	0.175	-0.814	0.446		0.637		-1.399	-0.358	-0.093	0.304	-0.292	-0.046	-0.116		-0.493	0.046	0.475	0.231	1.298	1.346	-0.132	0.337
IMAGE:197122	0.049		0.405	-0.291		0.654	-0.22		0.355	0.531	-0.377	-1.586	0.642	-0.188	0.204		0.257	0.768	0.354	-0.049	-1.277	-2.215	-0.142	-0.495
IMAGE:1565079	-0.655	-0.133	0.591	0.315	-0.57	-0.336	-1.035		0.417	0.15	0.831	-0.087	0.634	0.837	1.001		-0.814	0.849	-0.86	-0.066	-1.423	-2.631	0.523	0.065
IMAGE:823692	-0.142	0.432	-0.501	0.046	-0.765	0.3	0	-0.816	-0.233	-0.586	-1.124	-0.442	-0.054	0.674	0.111	0.335		0.328	0.194	0.116	-1.675	-2.107	0.134	0.033
IMAGE:360254	2.044	-0.203	-0.01	0.588	2.969	-1.26	-1.138	-0.813	0.01	-0.829	0.055	0.753	-0.031	0.247	-0.504	0.886	-0.821	-0.364	0.221	-0.77	1.42	1.697	0.291	-0.33
IMAGE:510729	0.554	0.237	-0.084	0.084	2.479	-0.184			-0.597		-0.14	1.444	-0.12	-0.587	-0.382	0.789		0.726	-0.647	0.474	2.192	1.864	-0.318	-0.194
IMAGE:855258	-0.361	-0.685	-1.621	1.033	0.837	0.184	-0.56		-1.119	0.764		1.773	0.203	0.599		0.361	0.97	0	-0.358	-0.49	0.989	-0.957	-0.878	-1.084
IMAGE:1636035			0.285	0.466	-0.962	0.158		-0.096	0.208	0.541	0.393	-0.224	-1.04	0	-0.585	0.27	0.238	0.151	0.085	-0.21	-1.902	-1.899	-0.447	-0.201
IMAGE:589153	0.5	0.856	-0.043	0.421	0.416	0.61	1.077	0.253	-0.171	-0.547	-1.235	-0.112	-0.498	-0.055	-0.693	0.835	-1.71	0.075	0.382	0.043	-0.124	-0.477	-0.254	0.256
IMAGE:752612	-0.152	0.161	0.894	-0.098	-0.416	0.631	-0.175		0	1.025	1.32	-0.673	1.038	-0.158	-0.036		0.09	1.118	0.753	-0.284	-1.057		0.273	-0.803
IMAGE:1911099	0.62	0.911	0.845	-0.275	1.03	-0.753	0	-1.146	-0.771	-1.478	-0.633	-0.68	-0.504	-0.57	-0.444	1.07	0.178	0.505	0.127		0.223	-0.566	0.596	0.853
IMAGE:1536968	1.235	-0.014	-0.245	0.189	0.935	-0.802	1.156	0.488	-0.655	-0.031	0.064	-0.452	0.309	-0.638	-0.149	0.822	0.894	-0.609	-1.497	1.41	0.941	-0.623	-0.141	0.015
IMAGE:1639640	-0.045	-0.033	0.023	0.331	-0.175	0.091	0	-1.124	0.016	-0.748		-0.351	-0.07	1.135	-0.426	0.44	0.167	-0.407	-1.528	0.098	0.267	-0.542	0.617	0.358
IMAGE:1492963	0.632	0.596	0.15	-0.293		0.707	-0.128	-0.619	0.499	0	-0.465	-0.249	-0.193	1.11	-0.017	0.075	-0.005	0.011	-0.408	0.206	-1.518	-2.042	0.193	0.075
IMAGE:1560875	-1.306	-0.055	0.909	0.942	-1.087	-0.251	0.24		0.679	1.354	0.256	-0.117	0.95	1.671	0.216	0	1.276	-0.046	-0.415	-0.438	-1.796	-1.617	0.493	-0.229
IMAGE:610136	-0.002	-0.053	0.007	-0.211	-0.117	0.137	-0.032	-0.392	0.639	0.138	-0.22	0.591	-0.095	1.306	-0.264	0.882	-0.262	0.225	0.002	0.411	-1.154	-1.687	0.186	0.504
IMAGE:824229	0.48	0.71	-0.125	0.129	0.173	0.377	-0.36		0.453	-0.443	0.065	-1.304	0.066	-0.273	0.066	0.891	-0.067	-0.044	0	0.318	-1.394	-2.571	-0.226	-0.175
IMAGE:796536	0.38	0.321		0.048	0.351	1.106	-0.083		0.188	-1.021	-0.059	-0.51	-0.573	0.51	0.955	-0.444	-0.005			0.524	-0.201	0.006	-1.09	-0.246
IMAGE:1641356	-0.762	0.262	0	0.274	-1.127	-0.672	-1.69	-0.352		0.635	0.353	1.032	0.188	0.408	1.24	-0.018	0.207	0.415	0.532	-0.595	-1.468	-2.256	-0.477	-1.224
IMAGE:1628884	-0.79	-0.432	-0.216	0.371	0.225	-1.031	0.569		-0.652	-0.276	1.373	0.057	0.354		-0.066		-1.002	-0.04	0.386	0.086	0	0.528	-0.032	0.125
IMAGE:971188	0.537	0.184	-0.257	0.68	-0.101	-0.409	0.523	-0.666	-0.412	1.798	-0.953	1.235	0.378	1.56	0.528	0.998	-0.532	-0.674	-1.278	0.913	-1.57	-1.869	-0.278	0.102
IMAGE:1558489	0.243		0.214	0.188	-0.735	0.01	0	0.248	1.273	-0.127	-0.641	-1.427	0.181	0.251	-0.365	0.142	-0.096	0.161	0.792	-0.821	-1.387	-1.522	-0.249	-0.369
IMAGE:1492891	0.284	0.12	0.196	-0.657	0.429	0.149	-0.783	1.2	-0.568	-1.127	-0.713	0.195	-0.026	0.187	0	-0.579	-0.713	-0.452	-0.004		1.354	0.621	-0.017	0.128
IMAGE:449436	0.031	0.373	0.095	0.083	-0.845	-0.451	0.249	-0.032	0.107	0.219	-0.123	-1.443	0.161	0.435	-0.385		-0.788	0.129		-0.041	-1.278	-1.311	0.043	-0.277
IMAGE:211993	0.184		0.354	0.003	-0.004		-0.357		0.32	1.071	0.588		-0.335	0.29	-0.871	0.295	-0.303	0.558	-0.014	0.363	-1.009	-1.258	-0.181	-0.021
IMAGE:1584588	-0.206	-0.42	-0.819	0.209	0.192		-0.318		-1.597	-0.719	0.288	-1.585	0.471	-0.466	0.92	0	1.117	-0.197		0.941	2.177	-0.711	4.333	3.903
IMAGE:392093	-0.261	0.921	0.534	-0.197	-1.028	0.195	-0.288		0.652	0.042	-0.384	-3.257	0.822	0.407	0	-0.322	0.608	0.749	2.893	-0.825	-1.555	-2.387	0.143	-0.694
IMAGE:1564601	0.416	-0.096	-0.199		-0.474	-0.43	-0.832	0	1.267	-0.272	-0.211	-0.377	-0.151	1.51	0.822	0.633	0.335	0.478	1.343	0.129	-1.274	-1.783	0.349	0.177
IMAGE:898124	-0.523		0.416	0.458		-1.258	0.419		-0.791	0.883	0.791	0.258	0.187	-0.191	0.233	-1.752	0	1.144	0.863	-1.007	-0.482	-0.427	-0.78	-0.521
IMAGE:1968136	-0.29	-0.239	0.034	0.66	-0.257	-0.567	-0.495	0.431	0.486	0.535	-0.75	1.181	-0.251	-1.573	0.356	0.394	0.342	0.138	-0.247	-0.599	-0.035	-1.343	0.326	0.05
IMAGE:1909423	0.024	1.295	0.206	-0.528	-0.847	-0.236	-0.175		0.641	-0.037	-0.705	-1.262	0.053	0.905	-0.024	0.408	-0.461	0.215	0.535	-0.048		-1.403	0.919	0.476
IMAGE:565319	0.182		0.22	-0.391	-0.304	0.037	-0.032		0.432	-0.418		-0.26		-0.318	0.031	-0.862	-0.593	-0.036	1.344	0.171	0.569	-0.181	2.322	2.298
IMAGE:1635933	-0.433	-0.568	-0.335	0.018	0.409	-1.106	0.682	0.34	-1.28	-1.003	0.819	0.024	-0.018	-0.566	0.113	-0.496	-1.162	-0.556	-1.223	0.607	0.597	0.42	1.704	1.289
IMAGE:1669232	-0.554	-0.128	0.808	-0.029				-0.168	0.029	0.215	-0.088	0.197	-0.332	-0.197	-0.536	0.132	-1.096	0.217	-0.87	0.269		0.927	2.359	2.801
IMAGE:2010684	-0.695	0.03	0.052	-0.398	-0.705	0.461	-0.319	-0.311	0.183	1.053	-0.118	1.068	0.002	0.583	-0.141	0.512	0.5	0.251	-0.182	-0.128	-1.986	-3.587	0.131	-0.002
IMAGE:129961	0	0.682	0.145	-0.004	-0.399	-0.049	-0.033		1.171	-0.907		0.169	-0.21	1.955	0.151	-0.064		0.842	0.728	-0.144	-0.164	-0.004	1.175	0.82
IMAGE:1620415	0.429	0.85	0.129	-0.087	0.444	-1.066	0.51		-0.415	-0.859	0	-1.53	-1.184	-1.239	-0.109	0.809	1.219	0.141	-2.006	1.132	-0.237	-0.585	2.748	2.421
IMAGE:200804	0.104	0.52	0.826	-0.653	-1.217	-0.035	-0.932		1.774	-1.28		-2.99	0.535	1.659	0.666	1.066	0.825		0.947	-0.865	-2.065	-2.015	-0.114	0
IMAGE:1946448	0.512	0.697	0	-0.485	1.077	-1.227	0.363	0.544	0.758	-0.178	-1.246	1.044	-0.554	-0.284	-0.886		-0.172	0.623	-0.663	-0.229	-0.121	0.239	0.424	0.733
IMAGE:79598	0.478	0.565	-0.681	-0.28	0.281		0.046		0.146	-0.462	-1.09	-0.366	-0.891	-1.207	-0.268		0.101	-0.5		-0.046	0.644	0.378	1.398	1.345
IMAGE:1582627	-0.025	0.204	0.287	0.596	-1.18	0.562	0		0.891			-0.372	0.137	-0.414	-0.08	0.28	0.464	0.451	0.536	-0.357	-1.392	-2.972	-0.436	-0.465
IMAGE:1504699	-1.047		0.492	1.675	-0.646	-0.32	0.078		-0.403	1.467	0.143	0.642	0.275	1.903	1.991		0.284	-0.082	-0.482	-0.209	-1.319	-0.772	0	-0.208
IMAGE:1646592	-0.333	0.024	0.127	-0.164	-1.343	0.39	-0.523	-0.447	1.084	0.011	0.929	-0.259	0.927	0.174	0.091		0.367	0.308	0	-0.318	-2.651	-3.704	-0.544	-0.385
IMAGE:1916575	-0.175	-0.105	0.761	-1.808		-0.311		0.07	0.416	-0.868	0.645		0.672	1.465	-0.86	-0.509	-1.04	0.032	0	0.175	-1.385	-2.187	0.316	0.323
IMAGE:1947606	-0.466		0	0.831	-0.518	0.644	0.816	-0.305	-0.528	0.412	1.012	-0.288	-1.048	0.013	0.139	-0.331	-0.915	0.207	-0.079	0.031	-1.141	-1.514	0.674	0.32
IMAGE:130931	0.067	0.386	0.292	-0.117	-0.201	0.341	-0.01	-0.885	0.226	0.01	-1.038	-1.27	0.076	-0.275	-0.119	0.397	0.126	0.424	0.523	0.184	-1.362	-2.067	-0.231	-0.274
IMAGE:1660596	0.481	0.385	-0.007	0.254	-0.491	0		-0.331	0.329	0.219	0	-1.244	0.082	-0.635	-0.442	0.261	-1.027	0.035	0.639	0.24	-1.404	-1.646	-0.139	-0.329
IMAGE:449329	0.156	0.09	-0.421	0.009	0.104	-0.919	0.21	-0.566	0.26	0.395	-1.077	-1.032	-0.274	0.338	-0.271	0.241	0.313	-0.169	0.19	0.203	-1.123	-1.343	-0.102	-0.009
IMAGE:1568375	-0.449	-0.386	0.147	1.543	-0.412	-0.154	1.01	-0.412	0.538	1.181		1.676	0.645	-0.916	-0.412	-0.141	0	0.471	0.621	-0.464	-0.202	0.211	-0.051	0.399
IMAGE:36573	0.916	1.095	0.216	-0.96	0.047	0.304	0.022	0.361	-0.021	-0.676	-0.78	-1.301	-1.299	-0.267	-1.101	0.417	-1.299	-0.304	0.233	-0.418	-0.211	1.607	0.446	0.031
IMAGE:346860	0.073	-0.236	-0.508	-0.198	0.974	-1.589	-0.089	0.66	-1.365	-0.48	-1.029	1.02	-0.261	0.065	-0.163	0.067	-0.066	-0.418	0.404	0.581	0.196	0.452	0.341	0.571
IMAGE:144751	0.022	0.395	0.016	0.225	-1.247	0.142	0.314	-0.175	0.629	0.13	-1.593	-1.031	0.62	0.948	-0.016	0.235	-0.069	-0.111	0.677	-0.251	-1.471	-2.411	-0.661	-0.63
IMAGE:488258			-0.058	-1.128		0.121	-0.66		-0.852	-0.225	-1.483	0.553	-0.603	-0.552	-0.027	0.074	0.028	0.386	0.19	-0.482	2.182	1.431	0.92	0.825
IMAGE:1607286	1.748	-0.25	-0.237	0.666	2.106		-0.802		-0.046	-1.096	-0.755	0.648	0.125	-0.212	-0.767	0.82	0.065	-0.217	0.116	-0.782	0.881	1.223	0.045	-0.359
IMAGE:1574335	-0.325	0.65	0.033	1.045	-0.352	0.788	-0.089	-0.112	0.048	0.887	0.62	-1.606	0.194	0.005	-0.116	0.587	-0.005	-0.401	0.316	0.352	-2.553	-3.117	-0.91	-0.206
IMAGE:1628327	0.006	-0.23	0.689	-0.337	-0.263	-0.006	0.143		1.104	-0.562	0.964	0.407	0.964	-0.365	0.223		0.918	0.653	0.606	-0.397	-1.031	-1.596	-0.116	-0.365
IMAGE:814617	-0.296	0.066	0.348	-0.502	-0.45	0.325	-0.976	-1.045	0.687	0.673	0.488	-0.523	-0.202	0.11	-0.239	0.006	0.024	0.997	1.068	0	-0.529	-1.56		-0.456
IMAGE:2019372	-0.656	-0.712	-0.447	0.22	-0.525	0.082	-0.609		0.886	-0.495	-1.004	0	-0.157	1.999	0.056	-0.218	0.21	0.652	1.656	0.208	-0.496	-0.186	0.609	0.732
IMAGE:1636669	0.15	0.154	-0.393	0.199	1.133	0.319	0.073	0.811	-1.227	0.149	-1.079	0.049	-0.125	0.635	-0.409	-0.188	0.234	-0.212	-0.565	0.515	-0.213	-0.429	-0.173	-0.05
IMAGE:2028443	-0.018	0.103	0.074	0.17	0.632	-0.775	0.092	0.208	-0.517	0.225	-0.723	-0.536	-1.597	-0.469	-1.63	0.293	0.019	0.107	-0.439	-0.222	1.571	1.251	-0.296	-0.081
IMAGE:82421	0.664	0.536	-0.031	0.432	-0.049	0.505	0.303	-0.641	-0.192	-0.104	-0.431	-1.045	0	-0.22	0.024		0.198	-0.044	0.79	0.033	-1.045	-1.699	0.452	0.306
IMAGE:786625	-0.243	0.416	0.133	-0.158	-0.013	0.511	0.018		0.522	0.23		-0.005	0.255	0.91	-0.628	-0.114	-0.085	1.212	-0.131	0.139	-1.585	-2.072	0.005	-0.347
IMAGE:1434897	0.206	-0.371	0.44	-0.401	0.917	1.886	-0.322		-0.932	-0.175		1.694	-0.398	0.059	0.252	-0.4	-0.082		1.802	0.045	0.78	-0.535	0	-0.062
IMAGE:1620712	-0.269	-1.084	-0.881	0.843	2.304	-0.455	-0.454		-0.992	0	0.247	2.476	-1.281	-0.177	-0.088	-0.195	1.578	0.839	-0.484	0.332	2.347	2.363	0.384	0.076
IMAGE:1556433	0.59	-0.019	1.128	-1.153	0.827	-0.138	-0.889		0.386	-0.829		0.77	0.018	-0.566	0.557	-0.269	-0.207	0.348	0.623	-0.259	0.105	1.878	-0.072	-0.168
IMAGE:1535070	0.012	-0.299	0.292	0.225	-0.013	-0.238	0.769	-0.22	0.058	-0.508	0.546	-1.438	0.394	0.245	-0.265	0.001	-1.266	0.092	0.904	0.193	-1.396	-1.586	-0.139	-0.001
IMAGE:586762	1.12	0.22	-0.588		0.26	0.424	-0.569		-0.325	-0.18		-1.072	0.699	-0.141	0.361	1.005	0.693		1.025	0.141	-0.501	-1.252	-0.508	-0.22
